Population_Members,Peak_Flow (CFS),Total_Runoff_Volume (1000*CF),Total_Costs $,Social_Context_Score,MultiObjectiveRating,,
childF5EVTFOgen13,352.2875,3794.5485,24771669.2,1723.883397,3.149915935,,
childUGRAALWgen8,348.3045,3807.2601,24889691.67,1724.996528,3.140907111,,
childW36NE7Kgen10,350.1585,3806.7822,24506240.4,1725.287006,3.146623346,,
childOUQ85REgen9,348.752,3784.9041,24771603.4,1726.497043,3.136279127,,
childA5JZ3U2gen14,353.8265,3813.7086,24302976.36,1727.366467,3.160151921,,
childMIMW1SZgen16,355.02,3806.1261,24624506.44,1727.406532,3.161838153,,
child0NT69A0gen10,351.179,3805.605,24995415.42,1727.751868,3.149626744,,
childPATY9YXgen9,351.8235,3792.5793,24548936.12,1728.847063,3.148147929,,
childBN6307Mgen8,351.104,3797.8308,24684746.34,1729.217031,3.147335439,,
childZYDBMSEgen8,350.2365,3811.7214,24949545.75,1729.379611,3.148407025,,
childLR7XH66gen11,349.097,3811.113,24452231.39,1729.758685,3.144673162,,
childM6XDZZBgen9,349.798,3801.8079,24845664.65,1730.060396,3.14435149,,
child1D57LSQgen16,356.4805,3828.1941,24270634.33,1730.700179,3.172612532,,
childAKY3VU6gen9,349.3025,3805.4214,24932835.95,1730.700836,3.143808959,,
childX51VNYVgen8,352.252,3809.0169,24757078.22,1730.943032,3.154082212,,
childX7MYIB9gen11,353.125,3782.4399,24626676.89,1732.077755,3.149623316,,
childOX30JYZgen9,350.2985,3799.9467,24951654.92,1733.145195,3.14556068,,
childFMXFUGBgen10,350.766,3852.9405,24518210.06,1733.627273,3.161526456,,
childM38CRB3gen12,352.502,3785.0787,24404504.82,1733.776689,3.148462416,,
child81QT00Vgen8,349.51,3801.96,24697071.76,1733.800193,3.143659933,,
childVVA21U6gen11,351.3755,3774.2112,24740757.85,1734.16586,3.141968172,,
child99JQTHCgen7,351.4655,3814.1937,24894298.79,1734.186951,3.153171501,,
childQXIDAFFgen10,351.7465,3755.3607,24764656.72,1734.796989,3.138016613,,
childDYH4WGCgen9,352.152,3832.1415,24259047.37,1735.101332,3.160275298,,
childTM0FADHgen12,349.8985,3804.2172,24970581.02,1735.270022,3.145566736,,
childGRUWOMDgen11,350.5545,3811.1904,24627639.76,1735.489647,3.149545269,,
child475RBH2gen9,349.062,3780.3123,24986989.13,1735.578902,3.136420713,,
childQA0X6UVgen14,353.254,3804.8175,24500148.37,1735.778891,3.156311755,,
child4Y2648Sgen8,350.713,3807.3924,24846123.93,1736.335442,3.14904587,,
child93KHYH2gen15,348.4055,3809.4435,24836667.89,1736.453823,3.142351331,,
childDKBGBA2gen13,352.4595,3827.3922,24831844.55,1736.684409,3.16001902,,
childCBO2LGEgen9,352.9345,3843.0855,24766571.01,1736.842187,3.165806656,,
childAA8OOH7gen8,350.8095,3795.0597,24910924.92,1737.742966,3.146046572,,
childKYUBOG4gen9,351.7825,3826.6083,24611983.93,1738.538246,3.157760649,,
childLB0H9U7gen9,351.712,3778.6266,24902089.79,1738.79453,3.144446935,,
childAOG3DMOgen7,350.8055,3814.1685,24990487.59,1739.324332,3.151325755,,
childF6ZMW44gen9,351.277,3778.8948,24685028.96,1739.343536,3.143176928,,
childVU4HCXTgen8,351.862,3824.6175,24877501.77,1739.423032,3.157508039,,
child486RZRTgen13,351.504,3802.7286,24791703.95,1739.480008,3.150406449,,
childZP0P6ANgen9,353.394,3831.7401,24974346.29,1740.114603,3.164305401,,
childY3SETPGgen15,352.648,3804.5457,24651926.25,1740.784573,3.154562471,,
childA1XZXZBgen9,350.1505,3831.5979,24991074.87,1741.348738,3.154118532,,
childGYAJ0YWgen7,352.506,3778.1127,24956630.55,1741.632613,3.146936105,,
childNA4WLF7gen7,348.9735,3814.47,24994170.86,1741.757779,3.145756608,,
childLOULHI7gen12,351.249,3822.1371,24780638.66,1742.353691,3.155037548,,
childYFOVCWYgen8,351.5425,3788.1558,24896436.93,1742.755413,3.146699326,,
childT6SU199gen14,356.3075,3804.3099,24668620.38,1745.565573,3.166233319,,
child6QQO58Cgen7,350.647,3805.9371,24885781.61,1745.719095,3.148874974,,
childV9PJVTRgen7,349.494,3802.2588,24968487.99,1746.350631,3.144271931,,
child8CFR0LBgen11,352.888,3807.7659,24490228.46,1746.769587,3.156473965,,
childAP51GMAgen8,351.1745,3813.7977,24774851.26,1747.0215,3.152741654,,
childWBVZXQBgen10,350.99,3794.4684,24600112.78,1747.521284,3.146905468,,
childL1LFHQBgen13,353.6915,3791.3391,24109170.5,1747.701446,3.154559022,,
childSMP08ZEgen9,350.0415,3803.9994,24540213.64,1749.298605,3.146606316,,
childRIFZ9EIgen19,356.1645,3782.2626,24678849.37,1749.499635,3.159944334,,
childY510N5Jgen18,355.4445,3791.9088,24669538.97,1750.001275,3.160336552,,
child9HREOC2gen11,352.6315,3809.1573,24536595.74,1750.485192,3.15621885,,
childWRAKHZAgen9,351.34,3791.1861,24746011.4,1750.554076,3.147250626,,
childQOVCF4Pgen15,354.252,3805.6491,24525369.18,1750.86344,3.160376904,,
childKD2LS3Ogen15,352.977,3802.9419,24403833.6,1751.573275,3.155658837,,
child7PVUPDMgen9,351.718,3797.0694,24946886.51,1752.162866,3.150121107,,
child11LM5IEgen11,355.216,3821.0175,24371863.1,1752.520292,3.167683733,,
childJOJ0EH7gen10,350.9755,3797.7174,24575823.03,1753.863452,3.148040611,,
childIDJD5YXgen9,353.548,3800.5119,24651645.02,1753.902064,3.156899523,,
childH1VVAUJgen14,356.1035,3796.5888,24272423.89,1754.365691,3.163890043,,
childXBGL6F0gen6,350.9425,3833.5833,24924852.29,1754.435271,3.157758184,,
childAOSWMR7gen11,350.041,3770.181,24868415.5,1754.482555,3.137608843,,
child56RSF2Agen9,350.7555,3815.6913,24595730.13,1755.563596,3.152335742,,
childXY3JMUTgen9,350.5625,3796.2819,24836390.93,1755.638095,3.146431257,,
child3FQJ2D8gen7,350.0275,3827.7954,24981344.78,1755.708476,3.153357531,,
childDF7LL4Cgen9,348.7525,3831.6888,24987341.27,1755.8224,3.150414508,,
childKW398W2gen9,350.6005,3787.9218,24883990.57,1755.82885,3.144276509,,
childOGV1TDAgen7,350.5165,3831.5556,24760629.91,1756.13195,3.155942591,,
child58IGVUSgen17,353.2015,3791.3562,24791423.72,1756.407899,3.153424855,,
childNK36HVQgen8,352.103,3809.9232,24681618.6,1757.557651,3.155092436,,
childNKVB41Fgen9,353.852,3799.6173,24480602.96,1758.070267,3.157804567,,
child4V895UDgen8,348.823,3802.032,24691393.23,1758.455041,3.142658899,,
child2BA63DCgen7,351.6795,3838.7907,24825287.85,1761.305028,3.161817049,,
childFL75177gen7,351.873,3791.7495,24573573.83,1762.41236,3.149630197,,
child27NHF2Kgen9,350.1545,3816.468,24839728.98,1762.696119,3.150986948,,
childV0PXX1Mgen7,350.65,3797.6409,24767000.49,1762.932146,3.147415216,,
childY0VS26Zgen13,352.5185,3797.1243,24439010.72,1765.089507,3.153252888,,
childBHGFUSYgen7,350.6085,3796.6932,24735892.72,1765.324848,3.147136543,,
childISX7DDMgen18,354.2365,3803.9238,24790313.07,1765.934753,3.160554342,,
childPUY5N08gen8,351.8105,3802.7682,24740269.99,1766.323063,3.152623705,,
child2BD0H9Tgen7,350.889,3807.1728,24913303.43,1766.465423,3.150933836,,
childY7XKG8Rgen8,349.476,3803.8509,24750081.77,1766.93845,3.145602743,,
childICTX06Cgen13,353.6715,3827.7423,23856573.87,1768.068429,3.165380201,,
childWWOFF0Egen8,351.601,3813.5934,24833476.6,1769.400573,3.155063303,,
child6NCSUGQgen6,351.747,3786.8643,24744663.37,1769.415047,3.148223646,,
childMSH46RSgen9,350.7765,3825.1593,24324582.05,1769.576383,3.15563592,,
childFHSGU0Wgen6,349.568,3823.6608,24878053.36,1769.824096,3.151435796,,
childZ3KUCEMgen6,351.288,3826.9899,24946988.65,1770.036957,3.157766518,,
childGSULZUDgen7,350.6375,3822.5691,24815737.68,1770.524317,3.154535061,,
child50U8YPKgen6,351.7395,3805.8282,24841319.64,1771.786598,3.153488808,,
childU5X4L6Vgen14,352.2125,3794.1813,24584934.42,1772.456932,3.151827286,,
child831N80Hgen8,350.7035,3846.2148,24447797.09,1773.136699,3.161321218,,
child98DZZN7gen7,348.4555,3815.6004,24996811.1,1774.659591,3.145957959,,
childSBRGTBIgen7,350.304,3823.2,24365638.35,1774.810612,3.153856393,,
childAA0DY6Mgen8,351.033,3791.0394,24455179.67,1775.343823,3.147391716,,
childLY4Y18Igen7,350.33,3786.1677,24927614.23,1777.080262,3.143929734,,
childK2WMF9Sgen6,350.909,3793.9698,24831207.96,1777.25199,3.147890155,,
childWT2GDX0gen10,350.294,3819.0465,24716677.71,1777.459539,3.152813184,,
child1CSI4RQgen6,349.573,3804.9021,24858810.88,1777.665277,3.146691374,,
childZIGJDG3gen6,347.242,3819.33,24834800.76,1777.823646,3.143304838,,
child466QJDGgen11,352.1355,3814.4223,24537778.15,1777.930663,3.157366098,,
childHDWEZDCgen10,350.194,3787.326,24692036.85,1778.012291,3.14386129,,
childB088T29gen7,350.9075,3825.1089,24645314.79,1778.096742,3.156428582,,
child17STLB4gen8,350.252,3786.0885,24721304.73,1778.270654,3.143717772,,
child523T6W4gen9,351.745,3835.3851,24442817.82,1778.516215,3.161889469,,
child5Z14YH8gen8,351.7755,3839.8005,24854263.12,1779.655172,3.163243976,,
childY6W48QHgen8,350.257,3823.983,24683536.99,1779.901238,3.154157906,,
child3TLXAVHgen8,352.4605,3809.3994,24506271.7,1780.565801,3.157138842,,
childL80SM6Bgen6,350.556,3809.0817,24912191.09,1780.865312,3.15107374,,
childHKGX3LRgen9,352.161,3835.9908,24358996.16,1780.936158,3.163475737,,
child4K9X2XCgen7,349.6015,3813.5655,24868146.79,1781.017809,3.14930214,,
childATC4RWIgen7,351.7385,3801.7548,24520097.08,1781.215738,3.152809528,,
childZVRW9V0gen5,350.169,3835.8648,24905580.07,1782.589753,3.157250341,,
childEAT2CHWgen7,352.3825,3826.728,24862011.05,1783.020911,3.161739455,,
childLJG2FXOgen6,351.987,3830.8464,24701043.95,1783.22749,3.161629369,,
childXIDODGNgen6,350.7655,3784.7979,24678519.66,1783.643516,3.145229569,,
childKJGUJVEgen7,353.3105,3800.8728,24174376.59,1784.081301,3.157647291,,
childIJA1CGRgen8,349.7415,3807.927,24980104.16,1785.599498,3.148414763,,
child4KGF37Ngen7,352.613,3812.6835,24779028.06,1786.894456,3.158808384,,
childJXJ7EQEgen5,349.989,3823.9992,24790012.3,1787.56864,3.153673901,,
childFQ1SMT9gen7,350.0945,3784.0833,24955664.92,1787.687123,3.143110327,,
childCUXAOWAgen10,352.2895,3811.7403,24377558.4,1788.99821,3.157630302,,
childNNRYAORgen6,351.495,3816.1233,24629116.88,1789.029882,3.156328997,,
childTNTJJ2Lgen10,353.7395,3799.7451,24431627.61,1789.331545,3.158932036,,
childH5N49RDgen13,350.6385,3812.0112,24962984.23,1789.854212,3.152549293,,
childLFG7RFIgen6,349.001,3816.5679,24925865.31,1790.352623,3.148664661,,
child9F3F76Ngen7,349.9465,3815.496,24957797.5,1790.361372,3.151347192,,
child0M4CX51gen7,352.8515,3818.6973,24539125.15,1790.67176,3.161375932,,
childF9RWCUBgen6,353.014,3816.9594,24331631.69,1790.970459,3.161426415,,
child4L9YOG7gen8,352.317,3817.818,24964568.32,1791.06084,3.159472083,,
childIXNV46Jgen7,351.1725,3831.4503,24732651.2,1792.601955,3.159665381,,
child5XTSKMVgen7,350.5165,3819.951,24747991.23,1793.434765,3.154499472,,
childUU0EJSWgen6,351.556,3834.6228,24880176.19,1795.764456,3.161884743,,
childAL1IW9Egen8,350.7915,3817.8837,24611833.06,1796.392174,3.154936983,,
child65297N5gen9,349.1925,3800.7612,24927127.84,1796.684743,3.145243391,,
childIX9ZJBEgen5,349.529,3821.4486,24996785.7,1797.206661,3.151975993,,
childYZAZLCCgen5,351.748,3806.6769,24822434.55,1797.260174,3.154926052,,
childO55JV7Ggen17,350.0225,3817.3482,24952101.25,1797.726406,3.152432944,,
childFLZPDA2gen6,350.1465,3804.3,24799177.49,1797.793116,3.149262726,,
childDTIBVBAgen6,352.022,3811.4766,24757642.61,1797.819328,3.157124814,,
childMXXH95Tgen8,352.5155,3853.8324,24700781.26,1797.873039,3.170247345,,
childFUJC4EWgen8,351.9795,3808.899,24534274.53,1798.094674,3.156299896,,
childCW24ZSTgen6,350.9115,3828.8898,24395732.52,1798.187443,3.15840337,,
childKCNFCR8gen6,350.6785,3815.2566,24531940.83,1798.332764,3.153953784,,
childT56NE95gen5,350.3745,3840.0849,24929639.71,1798.840268,3.159801366,,
child2FRQVL7gen9,352.0015,3808.782,24037699.12,1800.528225,3.156449769,,
child4GTYOW0gen6,352.0805,3835.1511,24462179.35,1800.744229,3.1639097,,
childV70UVMVgen6,349.699,3789.441,24803360.37,1801.744106,3.143979583,,
child5N8C3FHgen6,353.3715,3810.4128,24660419.24,1802.246916,3.161285147,,
child3L5XK40gen6,350.343,3819.0051,24690099.3,1802.5582,3.154117421,,
childWVZ4ZUSgen7,352.4555,3783.1752,24864568.25,1803.037429,3.151001119,,
childOT8R5E2gen10,351.677,3790.2627,24998238.46,1803.169616,3.150493403,,
childXX4PA50gen4,349.7425,3810.3354,24939027.03,1803.359231,3.149897425,,
childWY7MMY8gen6,351.3625,3829.8447,24367674.45,1805.212624,3.160408221,,
childWRAIANQgen5,353.7865,3819.3129,24309817.57,1805.570863,3.165175292,,
child5F7CZCJgen7,351.068,3819.078,24356904.84,1805.899687,3.156573042,,
childAGI9T5Igen7,350.7265,3833.2845,24613189.31,1806.683237,3.159414606,,
childGIHA3KAgen5,351.475,3843.0162,24760089.8,1807.599929,3.164469774,,
childJ26PHAXgen18,355.3125,3804.4296,24771620.7,1810.560252,3.166142856,,
childEXKJ0G0gen7,354.064,3828.7602,24165374.69,1812.105247,3.168930809,,
childFP9VVWMgen6,352.7335,3820.1139,24506030.66,1812.17903,3.162386727,,
childG78W5VEgen5,351.4955,3809.799,24730415.96,1812.420314,3.155685738,,
childUVS8A16gen7,348.21,3768.6807,24981230.62,1812.648777,3.134129654,,
childBV3W7M4gen8,351.2845,3832.5321,24191191.49,1813.306332,3.161271247,,
child970V9IEgen5,350.1645,3807.234,24933961.69,1813.309974,3.150838633,,
childN0L0FBPgen6,352.1445,3783.6504,24703220.11,1813.354946,3.1506298,,
childA6IBFEFgen7,350.617,3821.9607,24483184.42,1813.92471,3.156312643,,
child1RYEJ54gen6,350.562,3822.5619,24855420.3,1815.536022,3.15637834,,
childFXEU9ELgen5,350.6935,3837.7782,24773518.74,1815.795451,3.160959645,,
childMCJS2J9gen5,349.666,3796.2801,24888350.94,1817.23835,3.146460459,,
childH0BI4Q3gen8,349.9845,3831.3144,24526108.24,1818.150885,3.157072626,,
childIHF5ZSBgen7,351.2665,3820.1058,24964212.77,1818.406521,3.158057,,
childDFFVR7Kgen5,351.084,3841.1766,24730915.26,1819.84179,3.163303622,,
childLJNGZRQgen11,350.4385,3787.614,24953313.45,1820.398396,3.146670523,,
childV1CJ3KSgen5,348.506,3816.5355,24960234.65,1820.413954,3.148489382,,
childNY3BEVIgen5,350.998,3796.9281,24665765.85,1822.477393,3.15107077,,
childFFL0E5Sgen5,349.053,3819.6594,24782230.9,1822.735545,3.151170988,,
childTOUNXF3gen6,350.4825,3811.8996,24973106.77,1824.285108,3.153621183,,
childLQ8MQZDgen6,354.3515,3847.8825,24455155.06,1825.685508,3.175686052,,
child3S2KGMLgen8,353.168,3795.2388,24129634.18,1826.175727,3.157608103,,
childZBMHURJgen4,351.643,3791.5722,24684476.12,1826.187485,3.15180914,,
child1HXSKADgen6,351.908,3817.4112,24835508.54,1826.416373,3.159710116,,
childYBTF68Fgen5,350.6165,3791.6982,24794399.65,1828.668505,3.148728639,,
child7EZH4C6gen6,353.017,3835.5048,24269197.11,1829.503617,3.168283602,,
childOR1DUXXgen5,350.893,3804.5664,24784514.36,1830.003147,3.153174651,,
child3LETY1Ygen5,350.5095,3853.9062,24803862.66,1830.113251,3.165447778,,
child6YJHSEDgen5,352.11,3829.0797,24576113.27,1830.289153,3.163711535,,
childZLOLH3Hgen6,351.793,3822.1038,24537507.67,1830.950728,3.160839647,,
child2K89TRCgen6,350.292,3814.8075,24702328.9,1831.28752,3.154139968,,
childADTGKTJgen10,351.5625,3812.1381,24197998.05,1831.422788,3.157414637,,
childJ2LD8TNgen12,351.7575,3775.1337,24643784.7,1832.777595,3.147984996,,
childX5OH8RRgen13,355.4965,3798.7416,24235119.93,1832.999132,3.166206692,,
childLP44C1Vgen4,351.6455,3825.2718,24435643.35,1834.394523,3.161400092,,
child6SC0CHGgen5,347.6645,3795.0489,24974576.46,1834.836602,3.140641139,,
childXWMAXRNgen5,348.0945,3799.4121,24952746.14,1834.965992,3.143191637,,
childD5II3AKgen5,350.9765,3819.0573,24912738.03,1838.677622,3.157796208,,
childX6QTEULgen4,351.2655,3825.9252,24996214.76,1839.548649,3.160621421,,
childIYN10RBgen6,353.204,3833.8191,24537825.5,1839.753748,3.1688859,,
childR4HNLUWgen6,354.078,3813.4764,24295998.86,1841.140851,3.16614441,,
childE053EBHgen5,351.023,3783.7359,24723353.59,1841.894975,3.148445146,,
childFOX3UK7gen4,350.083,3829.9185,24874783.61,1842.025393,3.158106049,,
childJ9BU7Z0gen6,353.726,3787.2261,24475294.64,1847.298882,3.158152914,,
childU0JXONWgen5,350.9455,3822.2523,24856853.19,1848.569114,3.159028925,,
childI7JQ2WPgen8,350.6435,3777.3855,24821194.27,1849.716085,3.145878724,,
childP7EZXS6gen5,354.249,3828.2292,24562099.91,1850.820618,3.171159314,,
childKBQEJ71gen5,350.8985,3794.7582,24944169.86,1851.213734,3.151494807,,
childVPK4U9Lgen4,349.971,3803.571,24846630.56,1851.769651,3.151009071,,
childZ4SEPV9gen5,351.192,3842.6868,24748686.52,1851.977454,3.165542851,,
childCU5KLU4gen8,354.025,3824.55,24461415.73,1852.852051,3.169543748,,
child9B5M57Ogen4,351.133,3826.8414,24795357.19,1855.65969,3.161200239,,
childA1COTAMgen5,351.2635,3819.3498,24797078.87,1857.191061,3.159635747,,
child4ALAR2Dgen16,356.433,3827.5011,24840524.55,1857.980245,3.178163361,,
childR0CYAMKgen4,351.5375,3821.8419,24559763,1858.925937,3.16125871,,
child0IHHO95gen8,352.0465,3797.5923,24626224.03,1859.175381,3.156249195,,
childF55JFVJgen4,352.0305,3840.4899,24839984.46,1859.912365,3.167948249,,
child187Q7WSgen4,351.6215,3851.3565,24795997.03,1860.903592,3.169674922,,
childMI3TMVMgen4,348.913,3793.9248,24635454.99,1863.84532,3.145604649,,
child7HLA0IQgen5,352.0105,3834.7398,24822413.57,1867.176647,3.16665111,,
child2M7ZTB4gen4,350.577,3836.2644,24937971.2,1867.493904,3.162571884,,
childUN6BS3Qgen13,353.866,3795.2505,24866459.43,1871.463192,3.161902995,,
childPCXJN8Vgen4,350.4745,3831.6555,24894577.32,1872.191577,3.161208071,,
child24ZC816gen5,354.527,3815.2584,24335424.38,1872.648001,3.169501685,,
childI4J92E3gen4,350.282,3831.1353,24567540.81,1874.310829,3.160558398,,
child08CEMHQgen4,351.822,3822.9138,24386521.83,1874.880312,3.163184823,,
child4ZT38B7gen4,351.2805,3821.6547,24568674.93,1878.809712,3.161319045,,
childHNC3CVDgen5,351.169,3789.5535,24696199.45,1880.073346,3.152259893,,
childWFHW3FMgen4,351.304,3807.7128,24704513.7,1882.403795,3.157751771,,
child7X1143Ogen7,342.887,3796.4124,24899225.4,1884.432819,3.128276819,,
childCBJOYXBgen4,352.3355,3844.8252,24530874.67,1886.329489,3.171314228,,
child776ST0Jgen4,350.1325,3819.2022,24886143.87,1886.493931,3.157392842,,
childRRJBZCCgen4,349.0335,3849.6294,24874712.74,1886.729576,3.162255562,,
child6B3ZNCPgen4,351.268,3821.7528,24448181.97,1887.488394,3.161708089,,
childQU08BDLgen9,342.4735,3822.291,24835617.91,1887.944214,3.13420571,,
childG0RX61Vgen3,349.7575,3819.2031,24927893.66,1888.98768,3.156328603,,
childKZOWQ16gen9,341.424,3810.1302,24700111.01,1890.253705,3.127689393,,
childPLOS5ESgen3,349.802,3821.3649,24782817.66,1891.256476,3.157163983,,
childG86F57Bgen9,341.8825,3809.1609,24791028.27,1891.264497,3.128914045,,
childJ7R9ISBgen4,352.1015,3831.5214,24115102.23,1892.276901,3.167219931,,
child47NL2TWgen4,348.5275,3805.9272,24713440.47,1893.082701,3.14902246,,
childDZJ8M8Zgen4,348.983,3811.6314,24728193.41,1893.19486,3.152018618,,
childYSKLBVHgen10,340.3485,3773.6379,24929229.27,1894.613842,3.11454125,,
child4C9LADPgen5,351.1305,3819.8268,24651809.32,1896.34171,3.161159142,,
childZH0Z29Lgen8,342.207,3795.4971,24746273.75,1897.033605,3.12647041,,
child54ZEJZSgen8,344.2675,3793.3326,24526750.31,1897.437159,3.132380986,,
child9QYMT8Agen9,339.425,3784.8213,24904795.45,1898.511705,3.114870147,,
childKNBHOURgen9,339.212,3769.2198,24898944.09,1899.86565,3.110001873,,
child69U696Ogen5,348.8305,3842.4519,24710410.19,1900.692944,3.160302804,,
childV3FBNOMgen7,344.776,3800.4444,24728397.76,1900.825498,3.13607991,,
child5LMNLNYgen4,350.553,3819.9789,24571800.01,1901.422752,3.159618783,,
childV4GKXO2gen3,348.832,3791.664,24784078.83,1901.703132,3.14648414,,
child8L392K8gen3,351.297,3807.0729,24566524.16,1901.919963,3.158458048,,
childEXK7ORUgen8,339.723,3782.7621,24845391.51,1903.572625,3.11547957,,
childBVY26LTgen4,344.1855,3809.6991,24938788.64,1904.245916,3.136907718,,
child6TDW6K3gen4,351.5825,3805.7751,24783321.27,1905.353026,3.159160754,,
childCMQR1R4gen7,341.7865,3784.4838,24867929.85,1905.509207,3.122531839,,
childBGO5RA2gen14,338.9295,3788.8362,24892661.31,1906.182419,3.114762544,,
child29XHYELgen7,341.9785,3808.1115,24800189.95,1907.826936,3.129695885,,
childITREN4Vgen14,337.9845,3773.7729,24985312.39,1908.821918,3.107797619,,
child41M6DYSgen5,343.7295,3789.6336,24474974.92,1909.0207,3.13021406,,
child380AKCQgen6,343.137,3782.7549,24946829.34,1909.247564,3.126481787,,
child73LSB3Egen3,350.58,3802.9527,24903605.16,1909.676639,3.155435821,,
childRAH0SDBgen3,348.7875,3831.2307,24854772.17,1910.495242,3.157556587,,
childBELRN0Xgen13,337.6785,3761.9757,24913508.81,1913.075649,3.103809866,,
childMYB9I8Vgen10,340.0855,3774.969,24941007.07,1913.746125,3.11496258,,
childT6636LJgen5,352.3225,3840.8337,24042630.19,1913.888613,3.171458474,,
child7OUC1REgen3,348.2305,3813.0444,24918394.69,1914.284493,3.151012754,,
child9U7CFXUgen11,337.809,3784.2705,24906796.01,1914.439288,3.11037225,,
child1439JMTgen10,341.0625,3782.448,24566442.1,1914.658347,3.120121268,,
childK7XKSTMgen5,341.016,3813.2334,24835793,1914.668348,3.12838289,,
child7KYOQXGgen10,350.9215,3790.6758,24807737.25,1914.70825,3.153390309,,
child90SXB56gen5,341.6665,3776.7402,24670970.48,1916.205936,3.120534471,,
childHY3PZ56gen3,349.35,3815.541,24737143.66,1916.537719,3.155321158,,
child2P96YD7gen4,353.745,3856.7277,24507969.04,1917.813864,3.180456404,,
childKWCFR1Kgen12,339.986,3793.9248,24695348.56,1917.946513,3.120020692,,
child56FZGMDgen3,351.382,3803.3622,24800505.72,1918.642009,3.158485865,,
childUTVQXTHgen7,342.9175,3796.0389,24686935.3,1919.295503,3.129883955,,
childNJDJ1H7gen4,351.1785,3838.1274,24685627.75,1919.659506,3.16738701,,
childY6WX3KDgen7,343.551,3789.0684,24777668.26,1919.717405,3.129993045,,
childATX1LSLgen3,349.087,3822.2901,24716294.91,1919.732057,3.156484654,,
childIWQU3XYgen7,342.3795,3783.6315,24805846.73,1920.371395,3.124852561,,
child8EHA346gen13,337.4315,3771.7353,24914351.03,1920.75594,3.106053443,,
child9ZE82J5gen7,351.5315,3791.3679,24702065.76,1920.860709,3.155783274,,
childZYV0672gen7,341.722,3787.5438,24926692.74,1921.095219,3.123885784,,
childXLBQ2GXgen7,342.3225,3811.0221,24588995.72,1922.252097,3.132240591,,
childTR2C2KFgen4,347.2685,3845.6982,24816948.07,1923.409324,3.157325927,,
